# Header: Project1::Sample_LC steel::All data::Grain Size   11/22/2023
# 
# Partition Formula: 
# Grain Tolerance Angle: 5.00
# Minimum Grain Size: 2
# Minimum Anti-Grain Size: 2
# Minimum Confidence Index: 0.00
# Multiple Rows Requirement: Off
# Anti-Grain Multiple Rows Requirement: Off
# Column 1: Integer identifying grain. Negative value indicates an anti-grain
# Column 2: An integer identifying the phase (-1 for anti-grains)
#           0 -  Iron (Alpha)
# Column 3-5: Average orientation (phi1, PHI, phi2) in degrees (360, 360, 360 for anti-grains)
# Column 6-7: Average Position (x, y) in microns
# Column 8: Average Image Quality (IQ)
# Column 9: Average Confidence Index (CI, -1 for anti-grains)
# Column 10: Average Fit (degrees, 180 for anti-grains or invalid grains)
# Column 11: Edge grain (1 = touching edge, otherwise 0)
# Column 12: Area of grain in square microns
# Column 13: Diameter of grain in microns
# Column 14: Aspect ratio of ellipse fit to grain
# Column 15: Length of major axis (radius) of ellipse fit to grain in microns
# Column 16: Length of minor axis (radius) of ellipse fit to grain in microns
# Column 17: Orientation (relative to the horizontal) of major axis of ellipse fit to grain in degrees
  4387   0  343.132  168.230  356.21 5.113582e+02 5.901645e+02 120223.4  0.852  0.60 0 5.802370e+01 8.595235e+00 0.56 5.795139e+00 3.222868e+00  52.8 
  4388   0   91.712   78.631   19.74 6.018602e+02 8.920751e+02 127097.8  0.932  0.67 0 8.660254e+01 1.050075e+01 0.39 8.371595e+00 3.255744e+00 150.0 
  4389   0  326.107   54.232  322.28 6.750134e+02 8.951174e+02 127640.8  0.873  0.66 0 1.957217e+02 1.578609e+01 0.63 9.751072e+00 6.160333e+00 142.6 
  4390   0   24.898  123.566  319.85 2.075000e+02 7.909870e+02 104380.2  0.846  0.70 0 2.944486e+01 6.122938e+00 0.60 3.818774e+00 2.282639e+00  70.9 
  4391   0  125.367   54.440  136.80 2.151805e+02 7.928597e+02 119738.5  0.895  0.64 0 8.400446e+01 1.034204e+01 0.49 7.285834e+00 3.546505e+00 136.1 
  4392   0  182.037   64.446  303.89 1.769286e+02 4.145787e+02 93600.8  0.626  0.86 0 6.062178e+00 2.778238e+00 0.53 2.020740e+00 1.065867e+00  68.2 
  4393   0  226.616   24.590  277.38 8.506106e+02 2.397236e+02 118490.9  0.849  0.60 0 5.888972e+01 8.659142e+00 0.70 5.008331e+00 3.523602e+00  41.5 
  4394   0   66.036  131.588   63.89 6.705305e+02 6.970091e+01 132213.5  0.778  0.64 0 1.861955e+02 1.539712e+01 0.61 9.569915e+00 5.814849e+00  53.1 
  4395   0    3.271  100.404  280.76 7.206146e+02 6.990120e+01 129390.8  0.909  0.60 0 1.853294e+02 1.536127e+01 0.62 9.451631e+00 5.834402e+00  77.8 
  4396   0  269.225  120.335  254.07 3.363369e+01 2.424700e+02 133754.2  0.655  0.76 0 8.746857e+01 1.055312e+01 0.72 6.110097e+00 4.390663e+00 109.1 
  4397   0  110.840  114.447  122.62 7.658383e+02 7.645674e+01 124514.0  0.828  0.67 0 2.251666e+02 1.693195e+01 0.28 1.609606e+01 4.539580e+00  71.9 
  4398   0  201.420   65.598  311.84 9.690002e+01 2.396581e+02 106658.6  0.799  0.71 0 3.897114e+01 7.044118e+00 0.40 5.484830e+00 2.188110e+00  16.8 
  4399   0  137.910   54.561  311.76 8.224783e+02 6.908595e+01 119606.7  0.731  0.76 0 1.376980e+02 1.324094e+01 0.57 8.976821e+00 5.092786e+00 138.8 
  4400   0    1.027   88.424    4.22 8.337452e+02 7.496764e+01 140143.2  0.944  0.65 0 3.784531e+02 2.195134e+01 0.46 1.612710e+01 7.411502e+00 112.8 
  4401   0   11.623   93.867  289.25 8.447238e+02 6.643327e+01 131526.6  0.762  0.86 0 3.290897e+01 6.473098e+00 0.35 5.299370e+00 1.869314e+00  67.8 
  4402   0   21.572   53.226  253.20 8.953976e+02 6.747189e+01 123687.6  0.762  0.67 1 1.056551e+02 1.159846e+01 0.63 6.934215e+00 4.360219e+00  73.2 
  4403   0  248.146   60.580  230.75 4.557796e+02 4.251626e+02 106098.5  0.867  0.62 0 1.749371e+02 1.492437e+01 0.45 1.162255e+01 5.262344e+00  78.8 
  4404   0   27.710   54.904  232.99 4.674319e+02 4.250175e+02 121339.8  0.858  0.50 0 3.429460e+02 2.089623e+01 0.58 1.365955e+01 7.882342e+00 105.9 
  4405   0   87.015   96.419   24.44 2.983335e+02 2.387665e+02 104815.6  0.738  0.91 0 2.338268e+01 5.456350e+00 0.61 3.617091e+00 2.205400e+00 146.0 
  4406   0   17.714  154.953   32.69 5.269724e+02 4.177852e+02 110316.6  0.801  0.59 0 6.235383e+01 8.910183e+00 0.59 5.619915e+00 3.310871e+00  71.9 
  4407   0  193.568  160.552   21.49 3.591893e+02 2.426744e+02 117916.8  0.749  0.82 0 3.204294e+01 6.387358e+00 0.34 5.484822e+00 1.852826e+00  76.8 
  4408   0    5.897   47.299  325.19 4.127605e+02 2.412784e+02 106728.0  0.841  0.66 0 4.156922e+01 7.275134e+00 0.49 5.131607e+00 2.506589e+00 133.0 
  4409   0  245.560  165.854   51.11 2.997722e+02 7.687945e+01 151063.0  0.892  0.50 0 5.793710e+02 2.716023e+01 0.61 1.682508e+01 1.030235e+01  54.6 
  4410   0   78.041   55.616   31.39 3.503628e+02 7.951807e+02 118458.7  0.843  0.73 0 9.786087e+01 1.116245e+01 0.60 7.285801e+00 4.376908e+00 103.9 
  4411   0  330.169   81.770  282.21 4.264783e+02 7.968530e+02 135735.5  0.896  0.63 0 1.584827e+02 1.420515e+01 0.67 8.578079e+00 5.746192e+00 127.7 
  4412   0  287.784   89.267  292.42 4.515853e+02 6.851000e+01 123219.9  0.873  0.65 0 1.117173e+02 1.192656e+01 0.51 8.082903e+00 4.144887e+00  68.2 
  4413   0  302.989   67.725   38.68 2.347898e+02 4.219895e+02 133011.9  0.881  0.64 0 1.853294e+02 1.536127e+01 0.55 9.776677e+00 5.415118e+00  64.2 
  4414   0  164.523   52.869  307.83 5.008575e+01 2.432294e+02 113234.8  0.598  0.81 0 6.062178e+01 8.785559e+00 0.53 5.859461e+00 3.104959e+00  80.2 
  4415   0   73.043  101.250   96.70 2.699703e+02 4.202421e+02 123841.9  0.777  0.80 0 5.802370e+01 8.595235e+00 0.35 7.182168e+00 2.529323e+00  80.0 
  4416   0  218.173   61.834  223.75 7.286252e+02 6.591637e+01 120122.4  0.875  0.68 0 3.810512e+01 6.965410e+00 0.59 4.804510e+00 2.851905e+00  68.6 
  4417   0  129.429  103.982  338.36 1.120800e+02 2.431799e+02 90240.1  0.809  0.82 0 2.165063e+01 5.250376e+00 0.28 5.008320e+00 1.384300e+00  78.5 
  4418   0  356.184   49.483  314.38 4.123183e+02 4.171880e+02 121657.8  0.808  0.79 0 3.810512e+01 6.965410e+00 0.68 4.072256e+00 2.765560e+00  22.9 
  4419   0  191.110   55.401  150.90 2.817308e+01 7.921800e+02 99750.0  0.715  0.70 0 2.251666e+01 5.354353e+00 0.62 3.214559e+00 2.005958e+00 158.9 
  4420   0  199.744   36.471  296.05 1.246885e+02 7.115607e+01 120835.2  0.895  0.70 0 1.584827e+02 1.420515e+01 0.47 1.053961e+01 4.905684e+00  73.5 
  4421   0  215.077   36.422  225.37 1.798788e+02 6.576546e+01 102379.2  0.512  1.04 0 2.857884e+01 6.032222e+00 0.49 4.163332e+00 2.057575e+00 136.1 
  4422   0  337.894  163.989  288.44 2.238965e+02 6.766946e+01 120312.7  0.816  0.72 0 7.534421e+01 9.794449e+00 0.61 6.110101e+00 3.741413e+00  70.9 
  4423   0  296.994   56.334   24.11 3.560323e+02 7.935588e+02 97769.2  0.804  0.75 0 2.684679e+01 5.846571e+00 0.48 4.310802e+00 2.050443e+00  69.6 
  4424   0  301.090   83.090   14.21 6.047960e+01 2.448023e+02 105194.0  0.756  0.84 0 4.243525e+01 7.350526e+00 0.28 7.285836e+00 2.015112e+00  54.3 
  4425   0  286.013  119.116  278.69 6.796318e+02 6.742844e+01 129573.7  0.841  0.77 0 4.936345e+01 7.927893e+00 0.61 4.932880e+00 3.021580e+00  95.8 
  4426   0  172.241   69.272  303.74 7.055121e+02 7.720057e+01 121304.3  0.766  0.54 0 3.619986e+02 2.146884e+01 0.56 1.404754e+01 7.805268e+00 115.3 
  4427   0   33.254   59.965  323.59 3.244344e+02 4.202762e+02 118383.3  0.866  0.52 0 8.573651e+01 1.044812e+01 0.57 6.714411e+00 3.816017e+00  21.4 
  4428   0    3.402  103.507  311.64 2.177330e+02 2.441361e+02 123398.1  0.851  0.61 0 6.321985e+01 8.971846e+00 0.57 5.859461e+00 3.345981e+00  80.2 
  4429   0   25.010   65.527  234.74 4.256772e+02 4.202065e+02 127974.4  0.919  0.54 0 1.099852e+02 1.183375e+01 0.72 6.806858e+00 4.916030e+00  17.3 
  4430   0  145.141  109.131  335.36 2.445385e+02 7.949047e+02 106149.8  0.584  0.83 0 5.629165e+01 8.465976e+00 0.51 5.795130e+00 2.929215e+00 145.1 
  4431   0  133.736   46.488  132.80 4.821524e+02 4.252224e+02 117024.4  0.886  0.65 0 2.104442e+02 1.636905e+01 0.42 1.269186e+01 5.346586e+00  75.2 
  4432   0  266.497  134.712  102.36 3.089577e+02 7.969803e+02 109774.4  0.741  0.72 0 9.179869e+01 1.081118e+01 0.64 6.788468e+00 4.347975e+00  66.1 
  4433   0   93.743  138.655   12.76 1.974033e+02 7.787447e+01 124541.1  0.763  0.64 0 1.879275e+02 1.546857e+01 0.32 1.365040e+01 4.431103e+00  68.5 
  4434   0  356.321   42.963  305.07 7.256603e+02 4.215312e+02 110059.7  0.877  0.67 0 1.108512e+02 1.188024e+01 0.58 7.588368e+00 4.408398e+00 111.2 
  4435   0  347.025  119.838  340.13 7.183334e+02 7.915472e+02 97660.8  0.089  1.43 0 2.598076e+00 1.818783e+00 0.44 1.443359e+00 6.297451e-01  90.0 
  4436   0  336.912   79.133  341.61 4.860000e+02 6.726131e+02 107579.9  0.747  0.70 0 2.598076e+00 1.818783e+00 0.79 1.040848e+00 8.185400e-01  43.9 
  4437   0   19.962  109.453  339.58 3.415824e+01 7.958994e+02 116952.8  0.854  0.74 0 6.841601e+01 9.333272e+00 0.72 5.299397e+00 3.824955e+00 127.8 
  4438   0   34.546   40.490  249.98 1.127334e+02 7.955313e+02 110322.5  0.796  0.61 0 5.196152e+01 8.133847e+00 0.71 4.645808e+00 3.320808e+00  45.6 
  4439   0  287.247  129.744    0.28 1.845455e+02 7.954052e+02 110513.3  0.721  0.79 0 3.810512e+01 6.965410e+00 0.46 4.932877e+00 2.290633e+00  95.8 
  4440   0  256.782   28.400   70.28 6.957730e+02 7.951691e+02 114646.0  0.765  0.82 0 3.810512e+01 6.965410e+00 0.58 4.536904e+00 2.643472e+00  39.5 
  4441   0   33.060   47.944  221.96 8.519364e+02 6.816932e+02 122182.8  0.721  0.72 0 2.113102e+02 1.640270e+01 0.60 1.056328e+01 6.291557e+00  94.1 
  4442   0  129.644  173.808  161.17 7.909412e+02 8.416749e+02 96771.3  0.698  1.08 0 1.472243e+01 4.329571e+00 0.54 3.013859e+00 1.638605e+00   5.5 
  4443   0  344.657   32.168  308.01 6.753228e+01 8.441516e+02 114923.6  0.883  0.54 0 2.684679e+01 5.846571e+00 0.60 3.818803e+00 2.277726e+00 109.1 
  4444   0  349.552  148.328  213.93 2.487741e+02 6.799327e+02 120187.7  0.926  0.59 0 1.532865e+02 1.397034e+01 0.56 1.005403e+01 5.615874e+00 134.1 
  4445   0  209.125   70.839  234.78 1.559566e+02 8.434336e+02 117528.4  0.672  0.95 0 1.991858e+01 5.035984e+00 0.46 3.685547e+00 1.711099e+00  78.3 
  4446   0  287.591  134.180  110.93 3.097321e+02 6.765516e+02 118547.0  0.862  0.69 0 4.849742e+01 7.858043e+00 0.51 5.299397e+00 2.683740e+00 127.8 
  4447   0  191.903    8.627  304.84 7.922762e+02 2.432635e+02 111616.9  0.856  0.63 0 2.511474e+01 5.654828e+00 0.62 3.685565e+00 2.278631e+00  41.7 
  4448   0  122.561   63.519  120.41 3.600128e+02 6.861244e+02 112305.9  0.910  0.67 0 2.710659e+02 1.857773e+01 0.43 1.379612e+01 5.868527e+00 100.4 
  4449   0  269.007  111.724  101.30 4.755683e+02 6.756180e+02 109783.9  0.770  0.66 0 1.905256e+01 4.925289e+00 0.44 3.685547e+00 1.611448e+00 101.7 
  4450   0  306.197  127.794  238.16 1.002500e+02 2.460378e+02 112104.6  0.885  0.56 0 3.464101e+01 6.641258e+00 0.51 4.932884e+00 2.534301e+00  84.2 
  4451   0   20.696  111.831  319.16 8.626123e+02 6.761720e+02 111632.1  0.866  0.71 0 5.022947e+01 7.997134e+00 0.52 5.484848e+00 2.860177e+00 136.8 
  4452   0  207.414   37.483  306.54 1.125000e+01 6.742008e+02 70547.6  0.654  0.92 0 1.732051e+00 1.485031e+00 0.62 1.040848e+00 6.438639e-01  43.9 
  4453   0  204.176   56.359  315.79 3.898078e+02 8.438420e+02 104927.5  0.761  0.81 0 2.251666e+01 5.354353e+00 0.50 3.818835e+00 1.916504e+00  49.1 
  4454   0  255.447  138.081   75.86 4.260662e+02 8.454208e+02 121624.0  0.772  0.60 0 4.589935e+01 7.644662e+00 0.60 4.804504e+00 2.888637e+00  68.6 
  4455   0  195.035   49.758  315.21 2.766000e+01 7.974711e+02 100602.1  0.711  0.80 0 2.165063e+01 5.250376e+00 0.59 3.329184e+00 1.954739e+00  47.5 
  4456   0  242.327  144.386   60.22 2.860910e+02 7.992106e+02 119533.6  0.801  0.59 0 2.857884e+01 6.032222e+00 0.34 5.299397e+00 1.822355e+00  52.2 
  4457   0   13.248   93.518  274.37 8.989211e+02 7.980653e+02 100714.9  0.812  0.77 1 1.645448e+01 4.577171e+00 0.28 4.163323e+00 1.170629e+00  76.1 
  4458   0  302.269   76.453  227.53 9.676925e+01 8.465289e+02 117378.9  0.870  0.69 0 3.377499e+01 6.557717e+00 0.63 4.163339e+00 2.620844e+00  16.1 
  4459   0  328.634   61.342  312.27 4.727500e+02 2.437861e+02 70021.8  0.188  1.59 0 5.196152e+00 2.572148e+00 0.48 1.892972e+00 9.124592e-01  22.4 
  4460   0  148.715   32.260  324.57 2.732500e+02 8.439418e+02 74844.5  0.337  1.28 0 1.732051e+00 1.485031e+00 0.62 1.040848e+00 6.438639e-01  43.9 
  4461   0  191.671  106.485  309.10 7.899316e+02 8.462430e+02 105711.9  0.765  0.97 0 4.416729e+01 7.499036e+00 0.54 5.008346e+00 2.727561e+00 138.5 
  4462   0   18.581   57.041  253.58 6.086252e+02 6.727934e+01 112101.7  0.771  0.84 0 2.771281e+01 5.940122e+00 0.53 4.010403e+00 2.115168e+00 115.9 
  4463   0   81.914   66.292  130.62 1.322223e+01 6.828131e+01 117918.7  0.806  0.76 0 3.897114e+01 7.044118e+00 0.59 4.481443e+00 2.652217e+00  33.2 
  4464   0  167.302   85.514  326.51 3.558519e+02 7.999508e+02 105004.1  0.826  0.66 0 2.338268e+01 5.456350e+00 0.65 3.329184e+00 2.158525e+00 132.5 
  4465   0  168.679   81.532  284.08 2.767778e+02 8.448560e+02 107088.8  0.721  0.81 0 7.794229e+00 3.150225e+00 0.42 2.516614e+00 1.044978e+00   6.6 
  4466   0   16.199   48.194  320.71 4.308141e+02 8.483426e+02 101217.3  0.846  0.65 0 3.723909e+01 6.885803e+00 0.63 4.536878e+00 2.873002e+00  80.5 
  4467   0  270.578   52.996  211.65 3.629231e+02 2.482162e+02 87487.8  0.700  0.84 0 1.125833e+01 3.786100e+00 0.48 2.753789e+00 1.324405e+00  24.8 
  4468   0  148.213   32.303  324.79 2.760000e+02 8.461069e+02 78908.0  0.654  1.08 0 3.464102e+00 2.100150e+00 0.34 1.892984e+00 6.458598e-01  37.6 
  4469   0  273.614   93.132  278.60 2.240556e+02 8.923911e+02 112257.5  0.849  0.78 0 3.117691e+01 6.300451e+00 0.60 4.010427e+00 2.404196e+00 124.1 
  4470   0  289.959  112.209  214.56 2.276239e+02 6.854723e+02 128005.4  0.830  0.67 0 3.498743e+02 2.110625e+01 0.62 1.285819e+01 7.968749e+00  81.1 
  4471   0  282.253  118.777  111.16 3.236141e+02 6.808633e+02 120016.7  0.854  0.63 0 9.872689e+01 1.121173e+01 0.50 8.036347e+00 4.021011e+00  98.9 
  4472   0   87.422  103.109   10.59 6.171252e+02 8.916564e+02 113559.7  0.686  0.81 0 4.503332e+01 7.572199e+00 0.26 7.942519e+00 2.078728e+00  31.8 
  4473   0  261.354  112.939   79.24 7.240148e+02 6.828032e+02 132803.1  0.876  0.74 0 1.498224e+02 1.381158e+01 0.45 1.005400e+01 4.557760e+00 105.9 
  4474   0  165.284  103.789  333.49 7.388317e+02 6.870320e+02 126763.8  0.771  0.65 0 2.953147e+02 1.939088e+01 0.49 1.376894e+01 6.795844e+00 123.0 
  4475   0   22.298   64.618  253.40 7.568972e+02 6.775122e+02 112874.0  0.841  0.68 0 2.944486e+01 6.122938e+00 0.44 4.509275e+00 1.990576e+00  56.3 
  4476   0   75.022   82.426   17.69 8.965938e+02 8.916816e+02 100790.4  0.726  0.77 0 2.771281e+01 5.940122e+00 0.64 3.617079e+00 2.327374e+00  94.0 
  4477   0  262.757   75.608  305.54 8.013955e+01 6.791252e+02 109549.8  0.803  0.70 0 3.723909e+01 6.885803e+00 0.49 4.932846e+00 2.423795e+00  95.8 
  4478   0  340.841  101.476  338.69 2.759458e+02 8.968073e+02 100690.0  0.702  0.79 0 3.983717e+01 7.121956e+00 0.48 6.714380e+00 3.191817e+00  98.6 
  4479   0   16.394   77.275  230.49 1.810511e+02 6.808909e+02 114448.8  0.873  0.74 0 8.487049e+01 1.039521e+01 0.51 7.182123e+00 3.676325e+00  80.0 
  4480   0  124.193  102.821  160.52 1.842500e+02 6.750668e+02 74523.8  0.533  1.28 0 1.732051e+00 1.485031e+00 0.62 1.040848e+00 6.438639e-01 136.1 
  4481   0   92.061  109.477  137.06 3.159251e+02 6.783148e+02 111447.3  0.683  0.86 0 5.196152e+01 8.133847e+00 0.66 4.804512e+00 3.182536e+00 128.6 
  4482   0   86.917  126.921   14.28 3.584667e+02 6.767701e+02 109039.7  0.814  0.70 0 1.299038e+01 4.066924e+00 0.59 2.753773e+00 1.624728e+00  95.2 
  4483   0   16.207  110.417  301.12 5.584740e+02 6.825649e+02 122528.8  0.890  0.62 0 6.581793e+01 9.154343e+00 0.32 7.973887e+00 2.570033e+00  95.4 
  4484   0  274.751   92.665  286.90 6.644645e+02 8.926867e+02 109449.4  0.774  0.80 0 2.424871e+01 5.556475e+00 0.57 3.617079e+00 2.077342e+00  94.0 
  4485   0  114.809  100.170  162.15 7.770001e+02 8.920064e+02 114318.7  0.808  0.78 0 1.212436e+01 3.929021e+00 0.50 2.843108e+00 1.415996e+00 105.3 
  4486   0  354.346   55.972  290.98 7.517682e+02 6.804378e+02 114208.0  0.726  0.63 0 8.400446e+01 1.034204e+01 0.58 6.934184e+00 3.993690e+00  73.2 
  4487   0   65.938  107.516   22.81 4.313333e+02 8.025170e+02 107116.6  0.550  0.90 0 2.598076e+00 1.818783e+00 0.44 1.443387e+00 6.297231e-01 150.0 
  4488   0  201.566    7.349  272.42 2.807001e+02 6.778209e+02 87168.5  0.847  0.77 0 2.165063e+01 5.250376e+00 0.66 3.214567e+00 2.119775e+00  38.9 
  4489   0  265.120  122.959  221.75 6.395629e+02 6.814901e+02 108860.4  0.754  0.75 0 4.156922e+01 7.275134e+00 0.32 6.331107e+00 2.009715e+00 101.4 
  4490   0   21.803  110.164  288.36 8.659539e+02 6.882263e+02 119461.0  0.803  0.76 0 3.013768e+02 1.958890e+01 0.53 1.317509e+01 6.930939e+00 105.4 
  4491   0  271.605    7.194  201.99 2.460116e+02 8.940001e+02 99532.0  0.806  0.78 0 3.723909e+01 6.885803e+00 0.40 5.484835e+00 2.215962e+00 163.2 
  4492   0  140.996   45.579  307.29 3.911193e+02 8.979813e+02 114271.2  0.783  0.77 0 1.125833e+02 1.197270e+01 0.72 7.112197e+00 5.094057e+00 143.9 
  4493   0  268.639  107.944  100.33 3.018166e+02 6.839423e+02 116738.8  0.827  0.71 0 1.203775e+02 1.238020e+01 0.52 8.607141e+00 4.478817e+00 103.4 
  4494   0   11.075  114.007  302.04 7.233931e+02 8.962993e+02 118375.3  0.863  0.76 0 6.062178e+01 8.785559e+00 0.52 6.251633e+00 3.249854e+00  83.1 
  4495   0   26.629   47.037  314.57 6.418970e+02 8.069584e+01 119274.0  0.840  0.71 0 5.594524e+02 2.668927e+01 0.55 1.753805e+01 9.567927e+00  56.2 
  4496   0   90.636   84.582  319.12 2.915000e+02 8.920062e+02 66716.5  0.237  1.33 0 1.732051e+00 1.485031e+00 0.62 1.040839e+00 6.438765e-01  16.1 
  4497   0  116.142  106.938  152.82 1.104317e+02 7.197354e+01 117537.7  0.872  0.60 0 1.203775e+02 1.238020e+01 0.63 7.767455e+00 4.931136e+00 135.1 
  4498   0  204.217  145.493   41.22 6.179247e+02 8.956335e+02 117047.7  0.742  0.72 0 4.589935e+01 7.644662e+00 0.47 5.392896e+00 2.556403e+00  38.0 
  4499   0  296.811   67.234  276.89 7.570000e+02 8.471460e+02 90076.5  0.789  0.88 0 8.660254e+00 3.320629e+00 0.51 2.309413e+00 1.173507e+00  30.0 
  4500   0  174.008   72.014  285.47 6.260000e+02 8.481276e+02 105368.8  0.797  0.64 0 5.196152e+00 2.572148e+00 0.70 1.527543e+00 1.076270e+00  49.1 
  4501   0    1.745  110.621  327.45 1.323367e+02 8.976818e+02 125143.5  0.809  0.61 0 8.746857e+01 1.055312e+01 0.67 6.448516e+00 4.293709e+00 134.3 
  4502   0   91.375   71.413   17.50 1.666230e+02 7.637227e+01 144002.8  0.763  0.87 0 3.238935e+02 2.030749e+01 0.48 1.464013e+01 7.092418e+00 127.9 
  4503   0   12.816  111.896  309.34 8.579674e+02 5.916957e+02 129884.0  0.880  0.80 0 7.880831e+01 1.001708e+01 0.52 6.658296e+00 3.486472e+00  85.7 
  4504   0   10.027  123.112  325.56 4.862502e+01 4.204409e+02 113415.5  0.696  0.96 0 5.196152e+01 8.133847e+00 0.62 5.008333e+00 3.091993e+00  63.3 
  4505   0  179.358   32.978  313.01 8.359326e+02 5.936487e+02 114179.5  0.865  0.77 0 3.204294e+01 6.387358e+00 0.28 6.658296e+00 1.867188e+00  94.3 
  4506   0  122.556  148.420  189.96 2.169238e+02 4.286020e+02 114191.8  0.919  0.64 0 2.892525e+02 1.919082e+01 0.55 1.298396e+01 7.141883e+00  70.9 
  4507   0   19.549  152.055   54.61 3.607760e+02 4.244420e+02 102158.9  0.613  0.79 0 1.004589e+02 1.130966e+01 0.43 8.504904e+00 3.686694e+00 100.2 
  4508   0  183.269  102.036  301.11 6.818088e+02 4.217758e+02 123513.1  0.851  0.79 0 7.014806e+01 9.450676e+00 0.54 6.331137e+00 3.430386e+00 101.4 
  4509   0  332.356   26.993   52.27 7.263685e+02 5.902648e+02 100570.1  0.723  0.80 0 1.645448e+01 4.577171e+00 0.67 2.843139e+00 1.904452e+00 134.7 
  4510   0   65.359   65.621  247.05 7.297000e+02 5.904561e+02 92182.9  0.561  1.04 0 8.660254e+00 3.320629e+00 0.29 3.214539e+00 9.292145e-01  98.9 
  4511   0   79.261  116.654  332.07 1.892106e+01 5.908574e+02 117572.2  0.775  0.74 0 1.645448e+01 4.577171e+00 0.64 2.753773e+00 1.771323e+00  84.8 
  4512   0  345.567  175.853   15.39 1.428911e+02 5.940508e+02 109159.3  0.868  0.75 0 1.550185e+02 1.404905e+01 0.49 9.712534e+00 4.777801e+00  12.0 
  4513   0  175.275   83.239  350.45 6.749531e+02 4.258607e+02 135869.3  0.917  0.63 0 1.472243e+02 1.369131e+01 0.48 9.776670e+00 4.663355e+00  55.8 
  4514   0  199.023   21.174  301.51 5.852309e+02 8.512365e+02 103531.1  0.820  0.73 0 1.125833e+01 3.786100e+00 0.49 2.753800e+00 1.357550e+00  35.2 
  4515   0  283.531   95.672  293.44 8.442700e+02 4.272104e+02 106821.5  0.862  0.64 0 4.330127e+01 7.425152e+00 0.19 8.607185e+00 1.608781e+00  76.6 
  4516   0  118.755  136.577  147.13 2.021682e+02 7.112604e+01 121193.7  0.838  0.73 0 1.004589e+02 1.130966e+01 0.57 7.522190e+00 4.275393e+00  33.8 
  4517   0   17.833   60.259  324.57 1.244643e+02 4.217545e+02 111905.2  0.836  0.68 0 2.424871e+01 5.556475e+00 0.42 4.645808e+00 1.971675e+00 105.6 
  4518   0  145.618  135.546  327.58 1.288361e+02 4.246649e+02 118212.4  0.665  1.38 0 5.282755e+01 8.201349e+00 0.34 6.806872e+00 2.346472e+00  77.3 
  4519   0   66.890   65.732  131.99 7.846561e+02 5.944511e+02 107855.5  0.795  0.63 0 9.439677e+01 1.096311e+01 0.60 6.788475e+00 4.072026e+00 126.1 
  4520   0  200.410   59.234  244.84 3.414918e+02 4.250694e+02 127486.5  0.869  0.64 0 1.558846e+02 1.408824e+01 0.72 8.251262e+00 5.913181e+00  14.2 
  4521   0   32.767   58.149  236.11 4.091207e+02 4.295113e+02 120689.0  0.863  0.57 0 2.797262e+02 1.887216e+01 0.56 1.247332e+01 7.022529e+00  79.6 
  4522   0  275.839   93.298  266.42 4.197011e+02 4.276263e+02 120944.3  0.749  0.82 0 1.143154e+02 1.206444e+01 0.41 9.385290e+00 3.841939e+00  69.7 
  4523   0  228.169  126.434   46.20 3.321478e+02 5.931685e+02 105425.4  0.696  0.75 0 3.810512e+01 6.965410e+00 0.51 5.392896e+00 2.730240e+00  38.0 
  4524   0   71.688  143.126   80.52 5.310002e+01 7.095638e+01 101261.0  0.591  0.85 0 2.598076e+01 5.751498e+00 0.44 4.310838e+00 1.885577e+00  69.6 
  4525   0  209.802   54.958  236.84 7.701670e+01 7.231313e+01 106227.0  0.754  0.79 0 2.598076e+01 5.751498e+00 0.28 5.392895e+00 1.515454e+00  98.0 
  4526   0  194.121   49.104  312.59 2.736479e+02 7.381376e+01 108982.0  0.726  0.83 0 1.376980e+02 1.324094e+01 0.70 7.653975e+00 5.330546e+00 161.3 
  4527   0  298.551   52.434  240.95 4.698945e+02 7.178252e+01 108359.4  0.593  0.98 0 6.148780e+01 8.848090e+00 0.59 5.859466e+00 3.485968e+00 140.2 
  4528   0   15.281   53.710  228.19 2.006066e+02 4.344951e+02 127249.2  0.699  0.74 0 4.962325e+02 2.513609e+01 0.60 1.604163e+01 9.684871e+00 115.9 
  4529   0  357.426   60.633  315.12 2.495827e+02 4.294467e+02 133007.5  0.854  0.60 0 2.875204e+02 1.913328e+01 0.60 1.209684e+01 7.212817e+00 101.9 
  4530   0  280.937   69.838  282.27 6.027634e+02 7.350320e+01 121145.4  0.928  0.59 0 1.169134e+02 1.220077e+01 0.62 7.588368e+00 4.716542e+00  68.8 
  4531   0   56.714  162.519   93.70 1.892960e+02 5.963027e+02 109581.4  0.866  0.63 0 4.243525e+01 7.350526e+00 0.33 6.448482e+00 2.124680e+00  74.3 
  4532   0  310.143   81.645   10.18 1.773685e+01 7.192572e+01 99113.2  0.801  0.85 0 1.645448e+01 4.577171e+00 0.23 4.907478e+00 1.107743e+00  90.0 
  4533   0  275.392  136.972  108.57 4.372500e+02 5.914954e+02 105925.7  0.548  0.81 0 3.464102e+00 2.100150e+00 0.49 1.527543e+00 7.413082e-01 130.9 
  4534   0  202.281   76.398  262.90 8.395251e+02 4.303539e+02 116331.2  0.815  0.69 0 1.723391e+02 1.481313e+01 0.44 1.115050e+01 4.905057e+00 100.3 
  4535   0  108.001  117.236  119.49 3.252358e+02 7.226366e+01 132044.8  0.748  0.65 0 6.062178e+01 8.785559e+00 0.62 5.484828e+00 3.392699e+00  43.2 
